account_id,timestamp,amount,merchant_category,channel,distance_from_home,is_fraud
0,2025-02-21 12:03:24,55.45,entertainment,pos,0.0635,0
0,2025-02-22 06:37:51,72.22,entertainment,pos,0.0506,0
0,2025-02-22 10:22:55,18.47,fuel,online,0.0131,0
0,2025-02-23 14:25:07,68.95,cash_advance,mobile,0.0174,0
0,2025-02-23 21:41:55,49.68,fuel,pos,0.0993,0
0,2025-02-23 23:09:06,36.54,fuel,mobile,0.1058,0
0,2025-02-24 13:21:50,14.06,jewelry,online,0.0381,0
0,2025-02-24 15:38:57,61.13,cash_advance,pos,0.0739,0
0,2025-02-24 19:39:31,26.17,electronics,online,0.0659,0
0,2025-02-25 04:46:24,49.59,utilities,pos,0.0456,0
0,2025-02-25 12:53:38,27.48,fuel,online,0.0172,0
0,2025-02-25 13:54:03,57.63,online_retail,online,0.077,0
0,2025-02-26 06:15:11,59.56,entertainment,pos,0.0509,0
0,2025-02-26 14:02:17,40.71,jewelry,online,0.0883,0
0,2025-02-26 19:25:44,26.17,jewelry,pos,0.015,0
0,2025-02-27 17:23:18,77.32,entertainment,mobile,0.0129,0
0,2025-02-27 17:43:11,54.12,jewelry,mobile,0.0297,0
0,2025-02-27 21:36:59,103.1,fuel,online,0.0017,0
0,2025-02-28 10:33:22,47.96,entertainment,pos,0.0764,0
0,2025-02-28 14:28:32,21.84,fuel,atm,0.0412,0
0,2025-03-01 11:35:28,60.98,jewelry,online,0.0801,0
0,2025-03-01 16:30:55,72.39,jewelry,online,0.0638,0
0,2025-03-02 16:29:47,100.33,entertainment,pos,0.0103,0
0,2025-03-02 17:27:51,63.46,fuel,atm,0.0075,0
0,2025-03-02 18:39:00,109.72,entertainment,pos,0.0107,0
0,2025-03-02 19:24:39,94.64,travel,online,0.0481,0
0,2025-03-03 10:37:53,48.98,jewelry,pos,0.0668,0
0,2025-03-03 11:16:19,18.3,entertainment,mobile,0.0374,0
0,2025-03-03 12:15:00,16.49,fuel,mobile,0.0535,0
0,2025-03-03 16:19:35,33.23,entertainment,online,0.0201,0
0,2025-03-04 08:55:04,33.33,entertainment,online,0.0788,0
0,2025-03-04 09:59:45,62.5,fuel,mobile,0.0159,0
0,2025-03-04 14:04:25,23.37,utilities,online,0.0199,0
0,2025-03-04 14:43:11,17.02,entertainment,online,0.1168,0
0,2025-03-05 19:52:25,30.12,jewelry,online,0.0737,0
0,2025-03-06 09:27:30,24.69,travel,mobile,0.0039,0
0,2025-03-06 15:08:25,41.38,jewelry,mobile,0.0242,0
0,2025-03-06 16:11:50,35.03,jewelry,online,0.0503,0
0,2025-03-06 18:45:21,99.25,jewelry,online,0.0332,0
0,2025-03-07 11:24:26,74.89,fuel,atm,0.0262,0
0,2025-03-08 17:19:52,25.14,jewelry,online,0.0089,0
0,2025-03-08 17:32:59,32.9,fuel,online,0.0409,0
0,2025-03-08 21:41:42,50.29,fuel,online,0.029,0
0,2025-03-09 15:24:03,74.98,entertainment,mobile,0.048,0
0,2025-03-09 18:32:21,39.91,fuel,online,0.0179,0
0,2025-03-10 08:52:13,94.12,fuel,pos,0.0192,0
0,2025-03-10 16:59:21,218.07,jewelry,online,0.048,0
0,2025-03-10 22:38:19,75.88,entertainment,online,0.0679,0
0,2025-03-10 23:54:35,44.15,fuel,pos,0.0521,0
0,2025-03-11 13:11:54,18.46,fuel,pos,0.0048,0
0,2025-03-11 16:00:48,34.75,entertainment,pos,0.0262,0
0,2025-03-12 10:59:51,24.61,restaurant,mobile,0.0902,0
0,2025-03-12 11:07:43,32.69,entertainment,mobile,0.0365,0
0,2025-03-12 21:41:10,73.76,jewelry,pos,0.0293,0
0,2025-03-14 06:03:32,56.98,entertainment,pos,0.0106,0
0,2025-03-14 07:09:07,34.24,fuel,pos,0.0126,0
0,2025-03-14 08:35:32,131.91,grocery,pos,0.0959,0
0,2025-03-14 12:26:40,69.28,fuel,online,0.0115,0
0,2025-03-15 10:03:32,24.31,entertainment,online,0.038,0
0,2025-03-15 13:29:27,49.72,entertainment,pos,0.048,0
0,2025-03-16 05:19:35,45.3,fuel,online,0.0022,0
0,2025-03-17 14:47:07,154.72,fuel,pos,0.0067,0
0,2025-03-18 08:20:12,47.18,entertainment,pos,0.0023,0
0,2025-03-18 23:11:51,23.87,fuel,atm,0.0358,0
0,2025-03-19 19:38:49,70.51,fuel,online,0.0644,0
0,2025-03-20 07:03:30,91.23,jewelry,pos,0.0162,0
0,2025-03-20 15:09:32,24.37,entertainment,pos,0.0326,0
0,2025-03-20 19:28:42,50.33,entertainment,online,0.038,0
0,2025-03-20 20:27:34,129.51,jewelry,pos,0.0404,0
0,2025-03-21 05:48:45,100.17,restaurant,online,0.0338,0
0,2025-03-21 14:28:54,71.51,fuel,mobile,0.1137,0
0,2025-03-21 14:45:15,63.84,jewelry,mobile,0.07,0
0,2025-03-21 19:20:12,22.32,entertainment,online,0.0025,0
0,2025-03-21 19:30:00,83.35,jewelry,mobile,0.0037,0
0,2025-03-22 18:25:00,82.26,jewelry,mobile,0.0139,0
0,2025-03-22 19:39:48,41.68,entertainment,pos,0.0878,0
0,2025-03-23 05:37:23,33.71,fuel,mobile,0.0388,0
0,2025-03-23 12:41:06,44.39,entertainment,online,0.1008,0
0,2025-03-23 13:49:13,21.61,cash_advance,mobile,0.0279,0
0,2025-03-23 20:19:45,65.17,jewelry,mobile,0.0581,0
0,2025-03-24 10:51:07,25.09,fuel,mobile,0.0307,0
0,2025-03-25 05:45:28,34.48,jewelry,pos,0.0121,0
0,2025-03-25 08:02:48,20.89,entertainment,online,0.021,0
0,2025-03-25 14:01:21,73.41,jewelry,pos,0.0797,0
0,2025-03-25 15:37:13,50.11,jewelry,atm,0.0484,0
0,2025-03-26 09:04:57,30.84,fuel,pos,0.0718,0
0,2025-03-26 13:30:37,11.54,fuel,mobile,0.0255,0
0,2025-03-27 06:38:22,65.16,entertainment,pos,0.0337,0
0,2025-03-27 14:23:19,77.03,entertainment,online,0.0103,0
0,2025-03-27 15:27:08,89.84,jewelry,pos,0.034,0
0,2025-03-27 15:36:35,140.89,jewelry,online,0.0262,0
0,2025-03-27 18:46:19,65.32,entertainment,pos,0.015,0
0,2025-03-27 19:18:29,85.18,fuel,online,0.0385,0
0,2025-03-28 17:48:16,130.1,entertainment,pos,0.0795,0
0,2025-03-28 18:15:16,28.03,jewelry,pos,0.0345,0
0,2025-03-29 11:56:49,52.53,jewelry,mobile,0.0155,0
0,2025-03-29 15:48:48,19.61,restaurant,online,0.0663,0
0,2025-03-30 07:22:32,12.58,jewelry,online,0.0087,0
0,2025-03-30 10:14:38,48.78,entertainment,pos,0.0225,0
0,2025-03-31 09:06:46,59.16,jewelry,online,0.008,0
0,2025-03-31 14:05:34,90.87,jewelry,online,0.0873,0
0,2025-03-31 18:21:54,40.54,jewelry,pos,0.0373,0
0,2025-04-01 04:39:42,53.46,fuel,atm,0.0922,0
0,2025-04-01 05:51:20,62.91,entertainment,pos,0.0717,0
0,2025-04-01 12:27:29,19.24,fuel,online,0.0057,0
0,2025-04-01 15:55:59,62.32,cash_advance,pos,0.0239,0
0,2025-04-01 17:46:56,61.85,fuel,pos,0.0557,0
0,2025-04-02 13:46:55,47.15,entertainment,pos,0.0529,0
0,2025-04-02 23:11:48,128.53,jewelry,pos,0.0413,0
0,2025-04-03 11:07:06,66.0,entertainment,mobile,0.0643,0
0,2025-04-03 12:26:12,67.3,fuel,pos,0.0365,0
0,2025-04-03 23:35:36,10.01,entertainment,atm,0.0285,0
0,2025-04-04 13:56:12,191.73,entertainment,pos,0.0767,0
0,2025-04-04 18:12:09,94.8,jewelry,pos,0.0554,0
0,2025-04-04 22:09:43,192.45,fuel,pos,0.0507,0
0,2025-04-05 16:03:05,42.5,entertainment,online,0.0331,0
0,2025-04-05 19:09:31,19.91,jewelry,pos,0.0767,0
0,2025-04-05 23:23:34,36.59,fuel,mobile,0.0151,0
0,2025-04-06 06:42:01,21.38,fuel,online,0.0172,0
0,2025-04-06 10:36:29,20.67,entertainment,mobile,0.0195,0
0,2025-04-06 13:53:49,31.22,entertainment,mobile,0.0924,0
0,2025-04-07 09:11:39,104.61,entertainment,online,0.0498,0
0,2025-04-08 07:13:43,104.76,entertainment,mobile,0.0652,0
0,2025-04-08 07:48:45,14.96,jewelry,pos,0.0119,0
0,2025-04-08 18:15:31,91.93,restaurant,pos,0.0003,0
0,2025-04-09 07:41:21,53.01,travel,mobile,0.0895,0
0,2025-04-09 16:16:33,33.7,fuel,online,0.0327,0
0,2025-04-09 17:38:16,22.62,jewelry,mobile,0.0405,0
0,2025-04-10 08:44:15,62.26,fuel,online,0.0965,0
0,2025-04-10 16:05:43,44.48,fuel,pos,0.0692,0
0,2025-04-10 16:21:53,110.65,online_retail,pos,0.0302,0
0,2025-04-10 21:19:28,48.7,jewelry,mobile,0.0067,0
0,2025-04-11 10:11:17,45.53,jewelry,pos,0.0062,0
0,2025-04-12 06:38:59,88.44,entertainment,online,0.0297,0
0,2025-04-12 18:32:56,16.17,electronics,pos,0.0326,0
0,2025-04-12 20:01:22,170.7,jewelry,online,0.057,0
0,2025-04-13 17:02:57,86.54,utilities,pos,0.0063,0
0,2025-04-13 18:45:18,41.62,entertainment,pos,0.037,0
0,2025-04-14 13:20:41,195.13,jewelry,pos,0.0569,0
0,2025-04-14 14:59:42,27.74,travel,online,0.0261,0
0,2025-04-14 16:21:47,39.92,fuel,mobile,0.0088,0
0,2025-04-15 11:26:58,20.83,cash_advance,pos,0.0236,0
0,2025-04-15 11:32:48,111.23,restaurant,online,0.0646,0
0,2025-04-15 16:54:57,70.74,entertainment,online,0.0166,0
0,2025-04-16 09:28:12,81.03,jewelry,mobile,0.0684,0
0,2025-04-16 13:00:32,102.19,fuel,pos,0.0522,0
0,2025-04-17 06:24:46,32.0,fuel,mobile,0.0303,0
0,2025-04-17 16:54:45,68.99,grocery,mobile,0.0016,0
0,2025-04-18 07:37:31,72.97,entertainment,online,0.0163,0
0,2025-04-18 10:18:36,45.18,entertainment,online,0.0459,0
0,2025-04-19 02:23:33,254.31,cash_advance,atm,0.7551,1
0,2025-04-19 12:27:29,18.75,fuel,mobile,0.1079,0
0,2025-04-19 14:24:30,58.5,fuel,online,0.0427,0
0,2025-04-19 14:53:06,37.57,fuel,mobile,0.0007,0
0,2025-04-19 15:58:12,23.14,fuel,atm,0.0715,0
0,2025-04-21 08:14:12,72.52,fuel,mobile,0.055,0
0,2025-04-21 12:14:09,41.97,restaurant,online,0.0378,0
0,2025-04-21 12:30:56,59.95,jewelry,pos,0.1021,0
0,2025-04-22 14:01:40,145.5,jewelry,pos,0.0633,0
0,2025-04-22 15:39:55,36.82,fuel,pos,0.0594,0
0,2025-04-22 16:12:33,64.11,entertainment,mobile,0.0111,0
0,2025-04-22 17:20:25,114.7,entertainment,pos,0.0701,0
0,2025-04-23 10:08:05,53.91,fuel,online,0.0038,0
0,2025-04-23 11:20:18,29.22,jewelry,pos,0.0612,0
0,2025-04-23 11:51:25,45.19,entertainment,online,0.0613,0
0,2025-04-23 12:02:05,9.31,jewelry,pos,0.0025,0
0,2025-04-23 17:41:00,25.58,jewelry,online,0.0292,0
0,2025-04-24 08:57:41,55.57,fuel,pos,0.0505,0
0,2025-04-24 12:07:22,85.55,entertainment,pos,0.0327,0
0,2025-04-24 21:47:01,22.49,fuel,mobile,0.0182,0
0,2025-04-25 15:49:43,81.85,jewelry,mobile,0.0096,0
0,2025-04-26 11:16:19,44.24,grocery,pos,0.0434,0
0,2025-04-27 09:38:05,37.61,entertainment,pos,0.0813,0
0,2025-04-27 10:27:29,57.71,jewelry,online,0.0045,0
0,2025-04-27 12:00:48,18.46,entertainment,atm,0.0014,0
0,2025-04-27 15:13:21,61.41,fuel,atm,0.0155,0
0,2025-04-27 16:30:09,29.2,jewelry,pos,0.0247,0
0,2025-04-27 18:16:40,23.66,fuel,mobile,0.0499,0
0,2025-04-28 09:16:24,52.16,jewelry,mobile,0.014,0
0,2025-04-28 13:10:00,92.37,jewelry,online,0.0982,0
0,2025-04-28 14:13:26,12.82,jewelry,pos,0.01,0
0,2025-04-28 16:27:38,35.17,fuel,pos,0.0285,0
0,2025-04-28 18:49:10,63.35,cash_advance,pos,0.0273,0
0,2025-04-29 15:01:37,265.04,fuel,mobile,0.0856,0
0,2025-04-29 19:49:35,113.05,fuel,online,0.0301,0
0,2025-04-30 11:12:39,31.24,fuel,online,0.0582,0
0,2025-04-30 12:00:03,64.43,cash_advance,online,0.0857,0
0,2025-05-01 13:45:56,131.21,fuel,mobile,0.0128,0
0,2025-05-01 20:24:58,25.66,fuel,online,0.0408,0
0,2025-05-02 06:37:29,61.31,fuel,pos,0.0162,0
0,2025-05-02 07:43:56,67.05,entertainment,pos,0.0386,0
0,2025-05-02 12:12:05,68.23,travel,mobile,0.0042,0
0,2025-05-02 12:26:17,80.78,electronics,pos,0.026,0
0,2025-05-02 13:03:35,25.26,fuel,online,0.1012,0
0,2025-05-02 14:05:10,137.26,grocery,pos,0.0054,0
0,2025-05-03 07:57:23,241.59,jewelry,mobile,0.0838,0
0,2025-05-03 12:01:32,77.26,entertainment,online,0.0774,0
0,2025-05-03 13:35:31,41.39,fuel,mobile,0.036,0
0,2025-05-03 15:18:48,59.66,entertainment,online,0.003,0
0,2025-05-03 16:31:31,35.84,entertainment,online,0.088,0
0,2025-05-04 11:28:07,36.81,fuel,pos,0.0255,0
0,2025-05-04 17:01:18,45.62,jewelry,mobile,0.0522,0
0,2025-05-05 21:32:41,146.91,fuel,online,0.004,0
0,2025-05-06 12:58:08,41.97,entertainment,pos,0.0097,0
0,2025-05-07 08:09:04,100.14,jewelry,mobile,0.0101,0
0,2025-05-07 15:48:12,196.28,fuel,online,0.0358,0
0,2025-05-08 09:10:44,37.06,entertainment,atm,0.0899,0
0,2025-05-08 10:41:36,167.13,jewelry,pos,0.0985,0
0,2025-05-08 11:22:09,98.83,entertainment,mobile,0.0422,0
0,2025-05-08 13:10:31,33.97,fuel,online,0.0001,0
0,2025-05-08 17:39:32,50.74,entertainment,pos,0.0048,0
0,2025-05-09 14:56:50,10.7,fuel,online,0.0476,0
0,2025-05-09 17:32:27,27.69,entertainment,mobile,0.0087,0
0,2025-05-09 23:03:46,110.98,entertainment,mobile,0.0515,0
0,2025-05-10 11:20:35,18.98,fuel,mobile,0.0536,0
0,2025-05-10 16:49:54,70.17,jewelry,pos,0.0257,0
0,2025-05-10 19:51:55,37.69,entertainment,online,0.1004,0
0,2025-05-10 23:51:55,36.26,entertainment,pos,0.0348,0
0,2025-05-11 07:52:54,39.49,jewelry,pos,0.0697,0
0,2025-05-12 04:06:07,49.07,entertainment,pos,0.067,0
0,2025-05-12 14:13:25,54.29,fuel,pos,0.0887,0
0,2025-05-12 19:02:51,62.97,electronics,online,0.019,0
0,2025-05-13 01:23:28,145.92,jewelry,online,0.0366,0
0,2025-05-13 07:03:58,5.97,fuel,pos,0.0006,0
0,2025-05-13 11:54:05,37.55,fuel,pos,0.0132,0
0,2025-05-14 06:00:05,79.77,fuel,pos,0.0773,0
0,2025-05-15 14:28:41,43.78,grocery,pos,0.015,0
0,2025-05-15 18:38:54,49.31,jewelry,mobile,0.0983,0
0,2025-05-16 06:44:49,101.07,restaurant,online,0.0031,0
0,2025-05-16 10:40:23,38.61,fuel,online,0.0681,0
0,2025-05-16 15:09:12,85.65,utilities,online,0.1423,0
0,2025-05-17 12:11:35,18.83,entertainment,pos,0.0392,0
0,2025-05-18 12:43:37,30.21,entertainment,mobile,0.0189,0
0,2025-05-18 12:55:22,38.17,entertainment,pos,0.0701,0
0,2025-05-18 16:22:44,30.39,fuel,pos,0.0627,0
0,2025-05-18 18:14:33,17.35,entertainment,pos,0.0563,0
0,2025-05-19 10:01:17,21.36,fuel,online,0.0115,0
0,2025-05-19 15:48:53,153.24,fuel,pos,0.0624,0
0,2025-05-19 18:08:49,98.28,online_retail,online,0.0004,0
0,2025-05-21 00:08:55,37.53,cash_advance,atm,0.0545,0
0,2025-05-21 09:42:35,88.51,fuel,pos,0.0746,0
0,2025-05-22 11:59:50,99.28,fuel,online,0.0445,0
0,2025-05-22 12:03:57,47.57,jewelry,online,0.016,0
0,2025-05-22 21:45:56,61.51,fuel,atm,0.0861,0
0,2025-05-23 11:01:45,76.88,fuel,online,0.0151,0
0,2025-05-23 12:19:08,99.81,fuel,online,0.0102,0
0,2025-05-23 16:21:43,197.64,fuel,mobile,0.0533,0
0,2025-05-23 23:29:16,51.55,restaurant,online,0.017,0
0,2025-05-24 07:36:24,69.84,fuel,mobile,0.0282,0
0,2025-05-24 09:31:59,8.12,fuel,online,0.0313,0
0,2025-05-24 19:51:17,73.48,entertainment,mobile,0.0767,0
0,2025-05-25 06:49:39,17.88,jewelry,online,0.0971,0
0,2025-05-25 16:26:50,53.58,entertainment,online,0.006,0
0,2025-05-26 15:11:51,108.15,entertainment,pos,0.0052,0
0,2025-05-27 09:31:37,64.73,jewelry,pos,0.0266,0
0,2025-05-27 12:13:22,115.0,jewelry,pos,0.0766,0
0,2025-05-27 19:31:13,77.1,jewelry,mobile,0.0267,0
0,2025-05-28 04:38:56,138.86,entertainment,online,0.0047,0
0,2025-05-28 12:05:11,145.58,entertainment,online,0.0947,0
0,2025-05-28 16:53:04,93.72,entertainment,mobile,0.0121,0
0,2025-05-28 19:57:45,85.16,entertainment,pos,0.0437,0
0,2025-05-29 15:26:37,42.93,entertainment,pos,0.0164,0
0,2025-05-30 10:14:04,34.85,jewelry,online,0.0313,0
0,2025-05-30 10:52:41,126.75,entertainment,online,0.0469,0
0,2025-05-30 11:35:24,64.17,jewelry,pos,0.0375,0
0,2025-05-30 12:11:48,86.52,entertainment,pos,0.0252,0
0,2025-05-30 17:15:19,94.35,entertainment,pos,0.0127,0
0,2025-05-30 18:36:52,139.8,entertainment,mobile,0.0472,0
0,2025-06-01 18:47:17,36.06,fuel,pos,0.0185,0
0,2025-06-02 14:29:18,61.33,restaurant,mobile,0.0367,0
0,2025-06-02 19:45:08,98.57,cash_advance,pos,0.0033,0
0,2025-06-03 10:41:11,15.36,jewelry,pos,0.0939,0
0,2025-06-03 13:00:26,74.21,utilities,online,0.0751,0
0,2025-06-04 16:06:02,38.89,jewelry,pos,0.0166,0
0,2025-06-05 08:01:34,25.39,cash_advance,online,0.0395,0
0,2025-06-05 09:44:49,13.02,online_retail,pos,0.0493,0
0,2025-06-05 10:01:15,49.83,jewelry,pos,0.0118,0
0,2025-06-05 21:54:48,86.82,cash_advance,pos,0.0392,0
0,2025-06-06 11:33:12,88.27,entertainment,online,0.0629,0
0,2025-06-06 11:52:40,126.67,entertainment,online,0.0684,0
0,2025-06-06 17:34:38,207.97,fuel,mobile,0.0475,0
0,2025-06-07 12:13:30,105.31,entertainment,mobile,0.0264,0
0,2025-06-07 13:43:28,349.3,fuel,pos,0.0501,0
0,2025-06-08 06:30:24,233.8,fuel,pos,0.0659,0
0,2025-06-08 06:53:25,62.76,entertainment,mobile,0.0122,0
0,2025-06-08 14:30:24,85.2,entertainment,online,0.0386,0
